cis_safeguard_id, control                                                                                     , name                                                                                                                                                                                                                , level, category
CIS4.1          , ensure-choose-how-bitlocker-protected-fixed-drives-can-be-recovered-omit-recover            , CIS - Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Omit recovery options from the BitLocker setup wizard' is set to 'Enabled: True'                                                        ,     1, configuration
CIS4.1          , ensure-choose-how-bitlocker-protected-fixed-drives-can-be-recovered-save-bitlock            , CIS - Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Save BitLocker recovery information to AD DS for fixed data drives' is set to 'Enabled: False'                                          ,     1, configuration
CIS4.1          , ensure-choose-how-bitlocker-protected-fixed-drives-can-be-recovered-do-not-enabl            , CIS - Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Do not enable BitLocker until recovery information is stored to AD DS for fixed data drives' is set to 'Enabled: False'                 ,     1, configuration
CIS4.1          , ensure-configure-use-of-hardware-based-encryption-for-fixed-data-drives-is-set-t            , CIS - Ensure 'Configure use of hardware-based encryption for fixed data drives' is set to 'Disabled'                                                                                                                ,     2, configuration
CIS4.1          , ensure-configure-use-of-smart-cards-on-fixed-data-drives-is-set-to-enabled                  , CIS - Ensure 'Configure use of smart cards on fixed data drives' is set to 'Enabled'                                                                                                                                ,     1, configuration
CIS4.1          , ensure-configure-use-of-smart-cards-on-fixed-data-drives-require-use-of-smart-ca            , CIS - Ensure 'Configure use of smart cards on fixed data drives: Require use of smart cards on fixed data drives' is set to 'Enabled: True'                                                                         ,     1, configuration
CIS4.1          , ensure-allow-enhanced-pins-for-startup-is-set-to-enabled                                    , CIS - Ensure 'Allow enhanced PINs for startup' is set to 'Enabled'                                                                                                                                                  ,     1, configuration
CIS4.1          , ensure-allow-secure-boot-for-integrity-validation-is-set-to-enabled                         , CIS - Ensure 'Allow Secure Boot for integrity validation' is set to 'Enabled'                                                                                                                                       ,     1, configuration
CIS4.1          , ensure-choose-how-bitlocker-protected-operating-system-drives-can-be-recovered-i            , CIS - Ensure 'Choose how BitLocker-protected operating system drives can be recovered' is set to 'Enabled'                                                                                                          ,     1, configuration
CIS4.1          , ensure-choose-how-bitlocker-protected-operating-system-drives-can-be-recovered-a            , CIS - Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Allow data recovery agent' is set to 'Enabled: False'                                                                        ,     1, configuration
CIS4.1          , ensure-choose-how-bitlocker-protected-operating-system-drives-can-be-recovered-r-key        , CIS - Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Recovery Key' is set to 'Enabled: Do not allow 256-bit recovery key'                                                         ,     1, configuration
CIS4.1          , ensure-choose-how-bitlocker-protected-operating-system-drives-can-be-recovered-o            , CIS - Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Omit recovery options from the BitLocker setup wizard' is set to 'Enabled: True'                                             ,     1, configuration
CIS4.1          , ensure-choose-how-bitlocker-protected-operating-system-drives-can-be-recovered-s            , CIS - Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Save BitLocker recovery information to AD DS for operating system drives' is set to 'Enabled: True'                          ,     1, configuration
CIS4.1          , ensure-choose-how-bitlocker-protected-operating-system-drives-can-be-recovered-d            , CIS - Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Do not enable BitLocker until recovery information is stored to AD DS for operating system drives' is set to 'Enabled: True' ,     1, configuration
CIS4.1          , ensure-configure-use-of-hardware-based-encryption-for-operating-system-drives-is            , CIS - Ensure 'Configure use of hardware-based encryption for operating system drives' is set to 'Disabled'                                                                                                          ,     2, configuration
CIS4.1          , ensure-require-additional-authentication-at-startup-is-set-to-enabled                       , CIS - Ensure 'Require additional authentication at startup' is set to 'Enabled'                                                                                                                                     ,     1, configuration
CIS4.1          , ensure-require-additional-authentication-at-startup-allow-bitlocker-without-a-co            , CIS - Ensure 'Require additional authentication at startup: Allow BitLocker without a compatible TPM' is set to 'Enabled: False'                                                                                    ,     1, configuration
CIS4.1          , ensure-allow-access-to-bitlocker-protected-removable-data-drives-from-earlier-ve            , CIS - Ensure 'Allow access to BitLocker-protected removable data drives from earlier versions of Windows' is set to 'Disabled' (Automated)                                                                          ,     1, configuration
CIS4.1          , ensure-choose-how-bitlocker-protected-removable-drives-can-be-recovered-is-set-t            , CIS - Ensure 'Choose how BitLocker-protected removable drives can be recovered' is set to 'Enabled'                                                                                                                 ,     1, configuration
CIS4.1          , ensure-choose-how-bitlocker-protected-removable-drives-can-be-recovered-allow-da            , CIS - Ensure 'Choose how BitLocker-protected removable drives can be recovered: Allow data recovery agent' is set to 'Enabled: True'                                                                                ,     1, configuration
CIS4.1          , ensure-choose-how-bitlocker-protected-removable-drives-can-be-recovered-recovery-key        , CIS - Ensure 'Choose how BitLocker-protected removable drives can be recovered: Recovery Key' is set to 'Enabled: Do not allow 256-bit recovery key'                                                                ,     1, configuration
CIS4.1          , ensure-choose-how-bitlocker-protected-removable-drives-can-be-recovered-omit-rec            , CIS - Ensure 'Choose how BitLocker-protected removable drives can be recovered: Omit recovery options from the BitLocker setup wizard' is set to 'Enabled: True'                                                    ,     1, configuration
CIS4.1          , ensure-choose-how-bitlocker-protected-removable-drives-can-be-recovered-save-bit            , CIS - Ensure 'Choose how BitLocker-protected removable drives can be recovered: Save BitLocker recovery information to AD DS for removable data drives' is set to 'Enabled: False'                                  ,     1, configuration
CIS4.1          , ensure-choose-how-bitlocker-protected-removable-drives-can-be-recovered-do-not-e            , CIS - Ensure 'Choose how BitLocker-protected removable drives can be recovered: Do not enable BitLocker until recovery information is stored to AD DS for removable data drives' is set to 'Enabled: False'         ,     1, configuration
CIS4.1          , ensure-configure-use-of-hardware-based-encryption-for-removable-data-drives-is-s            , CIS - Ensure 'Configure use of hardware-based encryption for removable data drives' is set to 'Disabled'                                                                                                            ,     2, configuration
CIS4.1          , ensure-configure-use-of-smart-cards-on-removable-data-drives-is-set-to-enabled              , CIS - Ensure 'Configure use of smart cards on removable data drives' is set to 'Enabled'                                                                                                                            ,     1, configuration
CIS4.1          , ensure-configure-use-of-smart-cards-on-removable-data-drives-require-use-of-smar            , CIS - Ensure 'Configure use of smart cards on removable data drives: Require use of smart cards on removable data drives' is set to 'Enabled: True'                                                                 ,     1, configuration
CIS4.1          , ensure-deny-write-access-to-removable-drives-not-protected-by-bitlocker-is-set-t            , CIS - Ensure 'Deny write access to removable drives not protected by BitLocker' is set to 'Enabled'                                                                                                                 ,     1, configuration
CIS4.1          , ensure-deny-write-access-to-removable-drives-not-protected-by-bitlocker-do-not-a            , CIS - Ensure 'Deny write access to removable drives not protected by BitLocker: Do not allow write access to devices configured in another organization' is set to 'Enabled: False'                                 ,     1, configuration
CIS4.1          , ensure-disable-new-dma-devices-when-this-computer-is-locked-is-set-to-enabled               , CIS - Ensure 'Disable new DMA devices when this computer is locked' is set to 'Enabled'                                                                                                                             ,     1, configuration
CIS4.1          , ensure-allow-use-of-camera-is-set-to-disabled                                               , CIS - Ensure 'Allow Use of Camera' is set to 'Disabled'                                                                                                                                                             ,     1, configuration
CIS4.1          , ensure-turn-off-cloud-consumer-account-state-content-is-set-to-enabled                      , CIS - Ensure 'Turn off cloud consumer account state content' is set to 'Enabled'                                                                                                                                    ,     1, configuration
CIS4.1          , ensure-turn-off-cloud-optimized-content-is-set-to-enabled                                   , CIS - Ensure 'Turn off cloud optimized content' is set to 'Enabled'                                                                                                                                                 ,     1, configuration
CIS4.1          , ensure-turn-off-microsoft-consumer-experiences-is-set-to-enabled                            , CIS - Ensure 'Turn off Microsoft consumer experiences' is set to 'Enabled'                                                                                                                                          ,     1, configuration
CIS4.1          , ensure-require-pin-for-pairing-is-set-to-enabled-first-time-or-enabled-always               , CIS - Ensure 'Require pin for pairing' is set to 'Enabled: First Time' OR 'Enabled: Always'                                                                                                                         ,     1, configuration
CIS4.1          , ensure-enumerate-administrator-accounts-on-elevation-is-set-to-disabled                     , CIS - Ensure 'Enumerate administrator accounts on elevation' is set to 'Disabled'                                                                                                                                   ,     1, configuration
CIS4.1          , ensure-prevent-the-use-of-security-questions-for-local-accounts-is-set-to-enable            , CIS - Ensure 'Prevent the use of security questions for local accounts' is set to 'Enabled'                                                                                                                         ,     1, configuration
CIS4.1          , ensure-allow-diagnostic-data-is-set-to-enabled-diagnostic-data-off-not-recommend            , CIS - Ensure 'Allow Diagnostic Data' is set to 'Enabled: Diagnostic data off (not recommended)' or 'Enabled: Send required diagnostic data'                                                                         ,     1, configuration
CIS4.1          , ensure-configure-authenticated-proxy-usage-for-the-connected-user-experience-and            , CIS - Ensure 'Configure Authenticated Proxy usage for the Connected User Experience and Telemetry service' is set to 'Enabled: Disable Authenticated Proxy usage'                                                   ,     1, configuration
CIS4.1          , ensure-disable-onesettings-downloads-is-set-to-enabled                                      , CIS - Ensure 'Disable OneSettings Downloads' is set to 'Enabled'                                                                                                                                                    ,     1, configuration
CIS4.1          , ensure-do-not-show-feedback-notifications-is-set-to-enabled                                 , CIS - Ensure 'Do not show feedback notifications' is set to 'Enabled'                                                                                                                                               ,     1, configuration
CIS4.1          , ensure-limit-diagnostic-log-collection-is-set-to-enabled                                    , CIS - Ensure 'Limit Diagnostic Log Collection' is set to 'Enabled'                                                                                                                                                  ,     1, configuration
CIS4.1          , ensure-limit-dump-collection-is-set-to-enabled                                              , CIS - Ensure 'Limit Dump Collection' is set to 'Enabled'                                                                                                                                                            ,     1, configuration
CIS4.1          , ensure-download-mode-is-not-set-to-enabled-internet                                         , CIS - Ensure 'Download Mode' is NOT set to 'Enabled: Internet'                                                                                                                                                      ,     1, configuration
CIS4.1          , ensure-allow-custom-ssps-and-aps-to-be-loaded-into-lsass-is-set-to-disabled                 , CIS - Ensure 'Allow Custom SSPs and APs to be loaded into LSASS' is set to 'Disabled'                                                                                                                               ,     1, configuration
CIS4.1          , ensure-configures-lsass-to-run-as-a-protected-process-is-set-to-enabled-enabled-            , CIS - Ensure 'Configures LSASS to run as a protected process' is set to 'Enabled: Enabled with UEFI Lock'                                                                                                           ,     1, configuration
CIS4.1          , ensure-application-control-event-log-behavior-when-the-log-file-reaches-its-maxi            , CIS - Ensure 'Application: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'                                                                                              ,     1, configuration
CIS4.1          , ensure-application-specify-the-maximum-log-file-size-kb-is-set-to-enabled-32-768            , "CIS - Ensure 'Application: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'"                                                                                                         ,     1, configuration
CIS4.1          , ensure-security-control-event-log-behavior-when-the-log-file-reaches-its-maximum            , CIS - Ensure 'Security: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'                                                                                                 ,     1, configuration
CIS4.1          , ensure-security-specify-the-maximum-log-file-size-kb-is-set-to-enabled-196-608-o            , "CIS - Ensure 'Security: Specify the maximum log file size (KB)' is set to 'Enabled: 196,608 or greater'"                                                                                                           ,     1, configuration
CIS4.1          , ensure-setup-control-event-log-behavior-when-the-log-file-reaches-its-maximum-si            , CIS - Ensure 'Setup: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'                                                                                                    ,     1, configuration
CIS4.1          , ensure-setup-specify-the-maximum-log-file-size-kb-is-set-to-enabled-32-768-or-gr            , "CIS - Ensure 'Setup: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'"                                                                                                               ,     1, configuration
CIS4.1          , ensure-system-control-event-log-behavior-when-the-log-file-reaches-its-maximum-s            , CIS - Ensure 'System: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'                                                                                                   ,     1, configuration
CIS4.1          , ensure-system-specify-the-maximum-log-file-size-kb-is-set-to-enabled-32-768-or-g            , "CIS - Ensure 'System: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'"                                                                                                              ,     1, configuration
CIS4.1          , ensure-turn-off-data-execution-prevention-for-explorer-is-set-to-disabled                   , CIS - Ensure 'Turn off Data Execution Prevention for Explorer' is set to 'Disabled'                                                                                                                                 ,     1, configuration
CIS4.1          , ensure-do-not-apply-the-mark-of-the-web-tag-to-files-copied-from-insecure-source            , CIS - Ensure 'Do not apply the Mark of the Web tag to files copied from insecure sources' is set to 'Disabled'                                                                                                      ,     1, configuration
CIS4.1          , ensure-turn-off-account-based-insights-recent-favorite-and-recommended-files-in-            , "CIS - Ensure 'Turn off account-based insights, recent, favorite, and recommended files in File Explorer' is set to 'Enabled'"                                                                                      ,     1, configuration
CIS4.1          , ensure-turn-off-heap-termination-on-corruption-is-set-to-disabled                           , CIS - Ensure 'Turn off heap termination on corruption' is set to 'Disabled'                                                                                                                                         ,     1, configuration
CIS4.1          , ensure-turn-off-shell-protocol-protected-mode-is-set-to-disabled                            , CIS - Ensure 'Turn off shell protocol protected mode' is set to 'Disabled'                                                                                                                                          ,     1, configuration
CIS4.1          , ensure-prevent-the-computer-from-joining-a-homegroup-is-set-to-enabled                      , CIS - Ensure 'Prevent the computer from joining a homegroup' is set to 'Enabled'                                                                                                                                    ,     1, configuration
CIS4.1          , ensure-turn-off-location-is-set-to-enabled                                                  , CIS - Ensure 'Turn off location' is set to 'Enabled                                                                                                                                                                 ,     1, configuration
CIS4.1          , ensure-block-all-consumer-microsoft-account-user-authentication-is-set-to-enable            , CIS - Ensure 'Block all consumer Microsoft account user authentication' is set to 'Enabled'                                                                                                                         ,     1, configuration
CIS4.1          , ensure-enable-edr-in-block-mode-is-set-to-enabled                                           , CIS - Ensure 'Enable EDR in block mode' is set to 'Enabled'                                                                                                                                                         ,     1, configuration
CIS4.1          , ensure-configure-local-setting-override-for-reporting-to-microsoft-maps-is-set-t            , CIS - Ensure 'Configure local setting override for reporting to Microsoft MAPS' is set to 'Disabled'                                                                                                                ,     1, configuration
CIS4.1          , ensure-join-microsoft-maps-is-set-to-disabled                                               , CIS - Ensure 'Join Microsoft MAPS' is set to 'Disabled'                                                                                                                                                             ,     1, configuration
CIS4.1          , ensure-configure-attack-surface-reduction-rules-is-set-to-enabled                           , CIS - Ensure 'Configure Attack Surface Reduction Rules' is set to 'Enabled'                                                                                                                                         ,     1, configuration
CIS4.1          , ensure-configure-attack-surface-reduction-rules-set-the-state-for-each-asr-rule-            , CIS - Ensure 'Configure Attack Surface Reduction rules: Set the state for each ASR rule' is configured                                                                                                              ,     1, configuration
CIS4.1          , ensure-prevent-users-and-apps-from-accessing-dangerous-websites-is-set-to-enable            , CIS - Ensure 'Prevent users and apps from accessing dangerous websites' is set to 'Enabled: Block'                                                                                                                  ,     1, configuration
CIS4.1          , ensure-allow-message-service-cloud-sync-is-set-to-disabled                                  , CIS - Ensure 'Allow Message Service Cloud Sync' is set to 'Disabled'                                                                                                                                                ,     1, configuration
CIS4.1          , ensure-enable-file-hash-computation-feature-is-set-to-enabled                               , CIS - Ensure 'Enable file hash computation feature' is set to 'Enabled'                                                                                                                                             ,     1, configuration
CIS4.1          , ensure-convert-warn-verdict-to-block-is-set-to-enabled                                      , CIS - Ensure 'Convert warn verdict to block' is set to 'Enabled'                                                                                                                                                    ,     1, configuration
CIS4.1          , ensure-configure-real-time-protection-and-security-intelligence-updates-during-o            , CIS - Ensure 'Configure real-time protection and Security Intelligence Updates during OOBE' is set to 'Enabled'                                                                                                     ,     1, configuration
CIS4.1          , ensure-scan-all-downloaded-files-and-attachments-is-set-to-enabled                          , CIS - Ensure 'Scan all downloaded files and attachments' is set to 'Enabled'                                                                                                                                        ,     1, configuration
CIS4.1          , ensure-turn-off-real-time-protection-is-set-to-disabled                                     , CIS - Ensure 'Turn off real-time protection' is set to 'Disabled'                                                                                                                                                   ,     1, configuration
CIS4.1          , ensure-turn-on-behavior-monitoring-is-set-to-enabled                                        , CIS - Ensure 'Turn on behavior monitoring' is set to 'Enabled'                                                                                                                                                      ,     1, configuration
CIS4.1          , ensure-turn-on-script-scanning-is-set-to-enabled                                            , CIS - Ensure 'Turn on script scanning' is set to 'Enabled'                                                                                                                                                          ,     1, configuration
CIS4.1          , ensure-configure-brute-force-protection-aggressiveness-is-set-to-enabled-medium-            , CIS - Ensure 'Configure Brute-Force Protection aggressiveness' is set to 'Enabled: Medium' or higher                                                                                                                ,     1, configuration
CIS4.1          , ensure-configure-how-aggressively-remote-encryption-protection-blocks-threats-is            , CIS - Ensure 'Configure how aggressively Remote Encryption Protection blocks threats' is set to 'Enabled: Medium' or higher                                                                                         ,     2, configuration
CIS4.1          , ensure-configure-watson-events-is-set-to-disabled                                           , CIS - Ensure 'Configure Watson events' is set to 'Disabled'                                                                                                                                                         ,     1, configuration
CIS4.1          , ensure-scan-excluded-files-and-directories-during-quick-scans-is-set-to-enabled-            , CIS - Ensure 'Scan excluded files and directories during quick scans' is set to 'Enabled: 1'                                                                                                                        ,     1, configuration
CIS4.1          , ensure-scan-removable-drives-is-set-to-enabled                                              , CIS - Ensure 'Scan removable drives' is set to 'Enabled'                                                                                                                                                            ,     1, configuration
CIS4.1          , ensure-trigger-a-quick-scan-after-x-days-without-any-scans-is-set-to-enabled-7              , CIS - Ensure 'Trigger a quick scan after X days without any scans' is set to 'Enabled: 7'                                                                                                                           ,     1, configuration
CIS4.1          , ensure-turn-on-e-mail-scanning-is-set-to-enabled                                            , CIS - Ensure 'Turn on e-mail scanning' is set to 'Enabled'                                                                                                                                                          ,     1, configuration
CIS4.1          , ensure-configure-detection-for-potentially-unwanted-applications-is-set-to-enabl            , CIS - Ensure 'Configure detection for potentially unwanted applications' is set to 'Enabled: Block'                                                                                                                 ,     1, configuration
CIS4.1          , ensure-control-whether-exclusions-are-visible-to-local-users-is-set-to-enabled              , CIS - Ensure 'Control whether exclusions are visible to local users' is set to 'Enabled'                                                                                                                            ,     1, configuration
CIS4.1          , ensure-allow-camera-and-microphone-access-in-microsoft-defender-application-guar            , CIS - Ensure 'Allow camera and microphone access in Microsoft Defender Application Guard' is set to 'Disabled'                                                                                                      ,     1, configuration
CIS4.1          , ensure-allow-data-persistence-for-microsoft-defender-application-guard-is-set-to            , CIS - Ensure 'Allow data persistence for Microsoft Defender Application Guard' is set to 'Disabled'                                                                                                                 ,     1, configuration
CIS4.1          , ensure-allow-files-to-download-and-save-to-the-host-operating-system-from-micros            , CIS - Ensure 'Allow files to download and save to the host operating system from Microsoft Defender Application Guard' is set to 'Disabled'                                                                         ,     1, configuration
CIS4.1          , ensure-configure-microsoft-defender-application-guard-clipboard-settings-clipboa            , CIS - Ensure 'Configure Microsoft Defender Application Guard clipboard settings: Clipboard behavior setting' is set to 'Enabled: Enable clipboard operation from an isolated session to the host'                   ,     1, configuration
CIS4.1          , ensure-turn-on-microsoft-defender-application-guard-in-managed-mode-is-set-to-en            , CIS - Ensure 'Turn on Microsoft Defender Application Guard in Managed Mode' is set to 'Enabled: 1'                                                                                                                  ,     1, configuration
CIS4.1          , ensure-enable-news-and-interests-on-the-taskbar-is-set-to-disabled                          , CIS - Ensure 'Enable news and interests on the taskbar' is set to 'Disabled'                                                                                                                                        ,     1, configuration
CIS4.1          , ensure-prevent-the-usage-of-onedrive-for-file-storage-is-set-to-enabled                     , CIS - Ensure 'Prevent the usage of OneDrive for file storage' is set to 'Enabled'                                                                                                                                   ,     1, configuration
CIS4.1          , ensure-turn-off-push-to-install-service-is-set-to-enabled                                   , CIS - Ensure 'Turn off Push To Install service' is set to 'Enabled'                                                                                                                                                 ,     1, configuration
CIS4.1          , ensure-allow-ui-automation-redirection-is-set-to-disabled                                   , CIS - Ensure 'Allow UI Automation redirection' is set to 'Disabled'                                                                                                                                                 ,     1, configuration
CIS4.1          , ensure-do-not-allow-location-redirection-is-set-to-enabled                                  , CIS - Ensure 'Do not allow location redirection' is set to 'Enabled'                                                                                                                                                ,     1, configuration
CIS4.1          , ensure-prevent-downloading-of-enclosures-is-set-to-enabled                                  , CIS - Ensure 'Prevent downloading of enclosures' is set to 'Enabled'                                                                                                                                                ,     1, configuration
CIS4.1          , ensure-turn-on-basic-feed-authentication-over-http-is-set-to-disabled                       , CIS - Ensure 'Turn on Basic feed authentication over HTTP' is set to 'Disabled'                                                                                                                                     ,     1, configuration
CIS4.1          , ensure-allow-cloud-search-is-set-to-enabled-disable-cloud-search                            , CIS - Ensure 'Allow Cloud Search' is set to 'Enabled: Disable Cloud Search'                                                                                                                                         ,     1, configuration
CIS4.1          , ensure-allow-cortana-is-set-to-disabled                                                     , CIS - Ensure 'Allow Cortana' is set to 'Disabled'                                                                                                                                                                   ,     1, configuration
CIS4.1          , ensure-allow-cortana-above-lock-screen-is-set-to-disabled                                   , CIS - Ensure 'Allow Cortana above lock screen' is set to 'Disabled'                                                                                                                                                 ,     1, configuration
CIS4.1          , ensure-allow-indexing-of-encrypted-files-is-set-to-disabled                                 , CIS - Ensure 'Allow indexing of encrypted files' is set to 'Disabled'                                                                                                                                               ,     1, configuration
CIS4.1          , ensure-allow-search-and-cortana-to-use-location-is-set-to-disabled                          , CIS - Ensure 'Allow search and Cortana to use location' is set to 'Disabled'                                                                                                                                        ,     1, configuration
CIS4.1          , ensure-disable-cloud-clipboard-integration-for-server-to-client-data-transfer-is            , CIS - Ensure 'Disable Cloud Clipboard integration for server-to-client data transfer' is set to 'Enabled'                                                                                                           ,     1, configuration
CIS4.1          , ensure-allow-users-to-connect-remotely-by-using-remote-desktop-services-is-set-t            , CIS - Ensure 'Allow users to connect remotely by using Remote Desktop Services' is set to 'Disabled'                                                                                                                ,     1, configuration
CIS4.1          , ensure-do-not-allow-com-port-redirection-is-set-to-enabled                                  , CIS - Ensure 'Do not allow COM port redirection' is set to 'Enabled'                                                                                                                                                ,     1, configuration
CIS4.1          , ensure-do-not-allow-drive-redirection-is-set-to-enabled                                     , CIS - Ensure 'Do not allow drive redirection' is set to 'Enabled'                                                                                                                                                   ,     1, configuration
CIS4.1          , ensure-do-not-allow-lpt-port-redirection-is-set-to-enabled                                  , CIS - Ensure 'Do not allow LPT port redirection' is set to 'Enabled'                                                                                                                                                ,     1, configuration
CIS4.1          , ensure-do-not-allow-supported-plug-and-play-device-redirection-is-set-to-enabled            , CIS - Ensure 'Do not allow supported Plug and Play device redirection' is set to 'Enabled'                                                                                                                          ,     1, configuration
CIS4.1          , ensure-require-secure-rpc-communication-is-set-to-enabled                                   , CIS - Ensure 'Require secure RPC communication' is set to 'Enabled'                                                                                                                                                 ,     1, configuration
CIS4.1          , ensure-require-use-of-specific-security-layer-for-remote-rdp-connections-is-set-            , CIS - Ensure 'Require use of specific security layer for remote (RDP) connections' is set to 'Enabled: SSL'                                                                                                         ,     1, configuration
CIS4.1          , ensure-require-user-authentication-for-remote-connections-by-using-network-level            , CIS - Ensure 'Require user authentication for remote connections by using Network Level Authentication' is set to 'Enabled'                                                                                         ,     1, configuration
CIS4.1          , ensure-set-client-connection-encryption-level-is-set-to-enabled-high-level                  , CIS - Ensure 'Set client connection encryption level' is set to 'Enabled: High Level'                                                                                                                               ,     2, configuration
CIS4.1          , ensure-set-time-limit-for-active-but-idle-remote-desktop-services-sessions-is-se            , "CIS - Ensure 'Set time limit for active but idle Remote Desktop Services sessions' is set to 'Enabled: 15 minutes or less, but not Never (0)'"                                                                     ,     1, configuration
CIS4.1          , ensure-set-time-limit-for-disconnected-sessions-is-set-to-enabled-1-minute                  , CIS - Ensure 'Set time limit for disconnected sessions' is set to 'Enabled: 1 minute'                                                                                                                               ,     1, configuration
CIS4.1          , ensure-do-not-delete-temp-folders-upon-exit-is-set-to-disabled                              , CIS - Ensure 'Do not delete temp folders upon exit' is set to 'Disabled'                                                                                                                                            ,     1, configuration
CIS4.1          , ensure-turn-off-kms-client-online-avs-validation-is-set-to-enabled                          , CIS - Ensure 'Turn off KMS Client Online AVS Validation' is set to 'Enabled'                                                                                                                                        ,     1, configuration
CIS4.1          , ensure-disable-all-apps-from-microsoft-store-is-set-to-disabled                             , CIS - Ensure 'Disable all apps from Microsoft Store' is set to 'Disabled'                                                                                                                                           ,     1, configuration
CIS4.1          , ensure-turn-off-automatic-download-and-install-of-updates-is-set-to-disabled                , CIS - Ensure 'Turn off Automatic Download and Install of updates' is set to 'Disabled'                                                                                                                              ,     1, configuration
CIS4.1          , ensure-turn-off-the-offer-to-update-to-the-latest-version-of-windows-is-set-to-e            , CIS - Ensure 'Turn off the offer to update to the latest version of Windows' is set to 'Enabled'                                                                                                                    ,     1, configuration
CIS4.1          , ensure-turn-off-the-store-application-is-set-to-enabled                                     , CIS - Ensure 'Turn off the Store application' is set to 'Enabled'                                                                                                                                                   ,     1, configuration
CIS4.1          , ensure-allow-widgets-is-set-to-disabled                                                     , CIS - Ensure 'Allow widgets' is set to 'Disabled'                                                                                                                                                                   ,     1, configuration
CIS4.1          , ensure-notify-malicious-is-set-to-enabled                                                   , CIS - Ensure 'Notify Malicious' is set to 'Enabled'                                                                                                                                                                 ,     1, configuration
CIS4.1          , ensure-notify-unsafe-app-is-set-to-enabled                                                  , CIS - Ensure 'Notify Unsafe App' is set to 'Enabled'                                                                                                                                                                ,     1, configuration
CIS4.1          , ensure-service-enabled-is-set-to-enabled                                                    , CIS - Ensure 'Service Enabled' is set to 'Enabled'                                                                                                                                                                  ,     1, configuration
CIS4.1          , ensure-configure-windows-defender-smartscreen-is-set-to-enabled-warn-and-prevent            , CIS - Ensure 'Configure Windows Defender SmartScreen' is set to 'Enabled: Warn and prevent bypass'                                                                                                                  ,     1, configuration
CIS4.1          , ensure-enables-or-disables-windows-game-recording-and-broadcasting-is-set-to-dis            , CIS - Ensure 'Enables or disables Windows Game Recording and Broadcasting' is set to 'Disabled'                                                                                                                     ,     1, configuration
CIS4.1          , ensure-enable-ess-with-supported-peripherals-is-set-to-enabled-1                            , CIS - Ensure 'Enable ESS with Supported Peripherals' is set to 'Enabled: 1'                                                                                                                                         ,     1, configuration
CIS4.1          , ensure-allow-suggested-apps-in-windows-ink-workspace-is-set-to-disabled                     , CIS - Ensure 'Allow suggested apps in Windows Ink Workspace' is set to 'Disabled'                                                                                                                                   ,     1, configuration
CIS4.1          , ensure-allow-user-control-over-installs-is-set-to-disabled                                  , CIS - Ensure 'Allow user control over installs' is set to 'Disabled'                                                                                                                                                ,     1, configuration
CIS4.1          , ensure-always-install-with-elevated-privileges-is-set-to-disabled                           , CIS - Ensure 'Always install with elevated privileges' is set to 'Disabled'                                                                                                                                         ,     1, configuration
